original,augmented,food,service,place,cost,source_index,similarity
"01042025 chê: - phần bún free mình không đòi hỏi nó phải nhiều nhưng ít ra cũng phải đẹp mắt, dĩa bún bưng ra có cục nát, cục vụn, còn thua cả dĩa bún lúc sau mình order thêm - không gian quán chật, hũ gia vị được đặt lên ghế, có bàn khác để được giá đũa lên bàn cũng bị khách lỡ tay hất đất, ngồi chật rất không thoải mái - tóp mỡ cứng, ăn trúng phải đau răng nhé - hũ ớt ba chấm vô cùng, vài trái chuyển sang màu sẫm như sắp hư, có trái héo, trái bị cắt dang dở khen: - tuy chật nhưng quán sắm quạt treo rất nhiều để đảm bảo khách mát. - nhân viên thông báo kỹ về khẩu phần free cảm nhận: - theo dõi facebook quán cũng khá lâu, mình đến vì muốn được ăn ngon chứ mình không đến vì bún free, rau free. mà bưng dĩa bún free bị nát ra, mất thiện cảm vô cùng. khẩu vị mình cũng không hợp với quán, từ mắm tôm mặn đến chả cốm. ra bill 132 vnd được cái đồ ăn rất nhiều, ăn no nhưng vì khẩu vị và cách thức phục vụ của quán, xin phép cho 2 sao","01/04/2025 nhận xét. Chê: bún free không cần nhiều nhưng ít nhất nên nhìn ổn, dĩa bún đem ra có nhiều cục nát và vụn, còn thua cả dĩa bún mình gọi thêm sau đó. Không gian quán khá chật, hũ gia vị đặt trên ghế, có bàn để giá đũa trên bàn còn bị khách vô tình làm rơi xuống đất nên ngồi khá khó chịu. Tóp mỡ cứng, ăn trúng rất dễ đau răng. Hũ ớt thì khá tệ, vài trái chuyển màu sẫm, có trái héo hoặc bị cắt dở. Khen: quán tuy nhỏ nhưng treo nhiều quạt nên vẫn mát. Nhân viên thông báo kỹ về khẩu phần free. Cảm nhận: mình theo dõi Facebook quán lâu rồi và đến vì muốn ăn ngon chứ không phải vì đồ free. Nhưng dĩa bún free bị nát làm mình mất cảm tình. Khẩu vị cũng không hợp từ mắm tôm đến chả cốm. Bill 132k, đồ ăn nhiều và no nhưng mình cho 2 sao.",1,3,1,3,,0.9046817
"01042025 chê: - phần bún free mình không đòi hỏi nó phải nhiều nhưng ít ra cũng phải đẹp mắt, dĩa bún bưng ra có cục nát, cục vụn, còn thua cả dĩa bún lúc sau mình order thêm - không gian quán chật, hũ gia vị được đặt lên ghế, có bàn khác để được giá đũa lên bàn cũng bị khách lỡ tay hất đất, ngồi chật rất không thoải mái - tóp mỡ cứng, ăn trúng phải đau răng nhé - hũ ớt ba chấm vô cùng, vài trái chuyển sang màu sẫm như sắp hư, có trái héo, trái bị cắt dang dở khen: - tuy chật nhưng quán sắm quạt treo rất nhiều để đảm bảo khách mát. - nhân viên thông báo kỹ về khẩu phần free cảm nhận: - theo dõi facebook quán cũng khá lâu, mình đến vì muốn được ăn ngon chứ mình không đến vì bún free, rau free. mà bưng dĩa bún free bị nát ra, mất thiện cảm vô cùng. khẩu vị mình cũng không hợp với quán, từ mắm tôm mặn đến chả cốm. ra bill 132 vnd được cái đồ ăn rất nhiều, ăn no nhưng vì khẩu vị và cách thức phục vụ của quán, xin phép cho 2 sao","Ngày 01/04/2025. Điểm trừ: phần bún miễn phí dù không cần nhiều nhưng ít nhất cũng nên đẹp mắt, dĩa bún mang ra toàn cục nát với vụn, còn tệ hơn dĩa bún mình gọi thêm sau đó. Quán khá chật, hũ gia vị đặt lên ghế, có bàn để giá đũa trên bàn bị khách lỡ tay làm rơi xuống đất nên ngồi rất chật chội. Tóp mỡ cứng, ăn phải dễ đau răng. Hũ ớt thì ba chấm vì có trái chuyển màu, trái héo và trái cắt dang dở. Điểm cộng: quán trang bị nhiều quạt treo nên vẫn mát. Nhân viên cũng thông báo rõ phần free. Cảm nhận: mình theo dõi Facebook quán lâu rồi, đến vì muốn ăn ngon chứ không phải vì đồ miễn phí. Nhưng dĩa bún free bị nát khiến mình mất thiện cảm. Tổng bill 132k, đồ ăn nhiều nhưng mình vẫn cho 2 sao.",1,3,1,3,,0.9049284
"01042025 chê: - phần bún free mình không đòi hỏi nó phải nhiều nhưng ít ra cũng phải đẹp mắt, dĩa bún bưng ra có cục nát, cục vụn, còn thua cả dĩa bún lúc sau mình order thêm - không gian quán chật, hũ gia vị được đặt lên ghế, có bàn khác để được giá đũa lên bàn cũng bị khách lỡ tay hất đất, ngồi chật rất không thoải mái - tóp mỡ cứng, ăn trúng phải đau răng nhé - hũ ớt ba chấm vô cùng, vài trái chuyển sang màu sẫm như sắp hư, có trái héo, trái bị cắt dang dở khen: - tuy chật nhưng quán sắm quạt treo rất nhiều để đảm bảo khách mát. - nhân viên thông báo kỹ về khẩu phần free cảm nhận: - theo dõi facebook quán cũng khá lâu, mình đến vì muốn được ăn ngon chứ mình không đến vì bún free, rau free. mà bưng dĩa bún free bị nát ra, mất thiện cảm vô cùng. khẩu vị mình cũng không hợp với quán, từ mắm tôm mặn đến chả cốm. ra bill 132 vnd được cái đồ ăn rất nhiều, ăn no nhưng vì khẩu vị và cách thức phục vụ của quán, xin phép cho 2 sao","01/04/2025. Chê: phần bún free tuy không yêu cầu nhiều nhưng ít nhất nên nhìn ổn, dĩa bún đem ra toàn vụn với cục nát, còn thua dĩa bún mình gọi thêm sau đó. Không gian quán chật, hũ gia vị đặt trên ghế, có bàn để giá đũa trên bàn bị khách vô tình hất xuống đất nên ngồi rất không thoải mái. Tóp mỡ cứng, ăn phải dễ đau răng. Hũ ớt thì khá tệ, có trái chuyển màu sẫm, có trái héo hoặc cắt dở. Khen: quán treo nhiều quạt nên vẫn mát. Nhân viên cũng nói rõ khẩu phần miễn phí. Cảm nhận: mình theo dõi Facebook quán lâu rồi, đến vì muốn ăn ngon chứ không phải vì bún free. Nhưng dĩa bún free bị nát làm mình mất thiện cảm. Bill 132k, đồ ăn nhiều nhưng mình cho 2 sao.",1,3,1,3,,0.89337087
"01042025 chê: - phần bún free mình không đòi hỏi nó phải nhiều nhưng ít ra cũng phải đẹp mắt, dĩa bún bưng ra có cục nát, cục vụn, còn thua cả dĩa bún lúc sau mình order thêm - không gian quán chật, hũ gia vị được đặt lên ghế, có bàn khác để được giá đũa lên bàn cũng bị khách lỡ tay hất đất, ngồi chật rất không thoải mái - tóp mỡ cứng, ăn trúng phải đau răng nhé - hũ ớt ba chấm vô cùng, vài trái chuyển sang màu sẫm như sắp hư, có trái héo, trái bị cắt dang dở khen: - tuy chật nhưng quán sắm quạt treo rất nhiều để đảm bảo khách mát. - nhân viên thông báo kỹ về khẩu phần free cảm nhận: - theo dõi facebook quán cũng khá lâu, mình đến vì muốn được ăn ngon chứ mình không đến vì bún free, rau free. mà bưng dĩa bún free bị nát ra, mất thiện cảm vô cùng. khẩu vị mình cũng không hợp với quán, từ mắm tôm mặn đến chả cốm. ra bill 132 vnd được cái đồ ăn rất nhiều, ăn no nhưng vì khẩu vị và cách thức phục vụ của quán, xin phép cho 2 sao","Ngày 01/04/2025. Điểm trừ: phần bún miễn phí dù ít cũng được nhưng nên đẹp mắt, dĩa bún mang ra toàn cục nát và vụn, còn kém hơn dĩa bún mình gọi thêm sau đó. Quán khá chật, hũ gia vị đặt lên ghế, có bàn để giá đũa trên bàn bị khách lỡ tay làm rơi xuống đất nên ngồi khá khó chịu. Tóp mỡ cứng, ăn trúng dễ đau răng. Hũ ớt thì ba chấm vì có vài trái chuyển màu, có trái héo và trái cắt dang dở. Điểm cộng: quán treo nhiều quạt nên vẫn mát. Nhân viên thông báo rõ phần miễn phí. Cảm nhận: mình theo dõi Facebook quán lâu rồi nhưng đến vì muốn ăn ngon chứ không phải vì đồ free. Dĩa bún free bị nát làm mình mất thiện cảm. Bill 132k, đồ ăn nhiều nhưng vẫn chấm 2 sao.",1,3,1,3,,0.90781176
"01042025 chê: - phần bún free mình không đòi hỏi nó phải nhiều nhưng ít ra cũng phải đẹp mắt, dĩa bún bưng ra có cục nát, cục vụn, còn thua cả dĩa bún lúc sau mình order thêm - không gian quán chật, hũ gia vị được đặt lên ghế, có bàn khác để được giá đũa lên bàn cũng bị khách lỡ tay hất đất, ngồi chật rất không thoải mái - tóp mỡ cứng, ăn trúng phải đau răng nhé - hũ ớt ba chấm vô cùng, vài trái chuyển sang màu sẫm như sắp hư, có trái héo, trái bị cắt dang dở khen: - tuy chật nhưng quán sắm quạt treo rất nhiều để đảm bảo khách mát. - nhân viên thông báo kỹ về khẩu phần free cảm nhận: - theo dõi facebook quán cũng khá lâu, mình đến vì muốn được ăn ngon chứ mình không đến vì bún free, rau free. mà bưng dĩa bún free bị nát ra, mất thiện cảm vô cùng. khẩu vị mình cũng không hợp với quán, từ mắm tôm mặn đến chả cốm. ra bill 132 vnd được cái đồ ăn rất nhiều, ăn no nhưng vì khẩu vị và cách thức phục vụ của quán, xin phép cho 2 sao","01/04/2025 nhận xét. Chê: phần bún free không cần nhiều nhưng nên nhìn gọn gàng, dĩa bún mang ra toàn cục nát và vụn, còn tệ hơn dĩa bún mình gọi thêm sau đó. Không gian quán chật, hũ gia vị đặt trên ghế, có bàn để giá đũa trên bàn bị khách vô tình làm rơi xuống đất nên ngồi khá khó chịu. Tóp mỡ cứng, ăn trúng dễ đau răng. Hũ ớt thì ba chấm vì có trái chuyển màu, trái héo hoặc bị cắt dở. Khen: quán treo nhiều quạt nên vẫn mát. Nhân viên cũng nói rõ khẩu phần free. Cảm nhận: mình theo dõi Facebook quán lâu rồi, đến vì muốn ăn ngon chứ không phải vì đồ miễn phí. Nhưng dĩa bún free bị nát làm mình mất thiện cảm. Bill 132k, đồ ăn nhiều nhưng mình cho 2 sao.",1,3,1,3,,0.8872282
"01042025 chê: - phần bún free mình không đòi hỏi nó phải nhiều nhưng ít ra cũng phải đẹp mắt, dĩa bún bưng ra có cục nát, cục vụn, còn thua cả dĩa bún lúc sau mình order thêm - không gian quán chật, hũ gia vị được đặt lên ghế, có bàn khác để được giá đũa lên bàn cũng bị khách lỡ tay hất đất, ngồi chật rất không thoải mái - tóp mỡ cứng, ăn trúng phải đau răng nhé - hũ ớt ba chấm vô cùng, vài trái chuyển sang màu sẫm như sắp hư, có trái héo, trái bị cắt dang dở khen: - tuy chật nhưng quán sắm quạt treo rất nhiều để đảm bảo khách mát. - nhân viên thông báo kỹ về khẩu phần free cảm nhận: - theo dõi facebook quán cũng khá lâu, mình đến vì muốn được ăn ngon chứ mình không đến vì bún free, rau free. mà bưng dĩa bún free bị nát ra, mất thiện cảm vô cùng. khẩu vị mình cũng không hợp với quán, từ mắm tôm mặn đến chả cốm. ra bill 132 vnd được cái đồ ăn rất nhiều, ăn no nhưng vì khẩu vị và cách thức phục vụ của quán, xin phép cho 2 sao","Ngày 01/04/2025. Điểm trừ: phần bún free dù không cần nhiều nhưng ít nhất cũng nên đẹp mắt, dĩa bún mang ra toàn cục nát với vụn, còn thua cả dĩa bún mình gọi thêm sau đó. Quán khá chật, hũ gia vị đặt trên ghế, có bàn để giá đũa trên bàn bị khách lỡ tay làm rơi xuống đất nên ngồi chật chội. Tóp mỡ cứng, ăn trúng dễ đau răng. Hũ ớt thì ba chấm vì có trái chuyển màu, trái héo và trái cắt dang dở. Điểm cộng: quán treo nhiều quạt nên vẫn mát. Nhân viên thông báo rõ khẩu phần free. Cảm nhận: mình theo dõi Facebook quán lâu rồi, đến vì muốn ăn ngon chứ không phải vì bún free. Nhưng dĩa bún free bị nát làm mình mất thiện cảm. Bill 132k, đồ ăn nhiều nhưng vẫn chấm 2 sao.",1,3,1,3,,0.90771145
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ngay mặt tiền đường nên khá dễ tìm, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian có một trệt một lầu nhưng tách biệt nhau. Tầng dưới ở gần quầy bar nên khá ồn, không tiện nói chuyện. Tầng trên thì nhiều người lên ngồi học tập và làm việc. Bàn ghế được làm khá sáng tạo từ các vật liệu cũ. Thức uống khá đa dạng nhưng lựa chọn không quá nhiều. Giá ở mức tương đương các quán nổi tiếng khác, không rẻ. Nhân viên thường xuyên rót nước nhưng khi khách vào lại không hướng dẫn chỗ ngồi, phải tự tìm bàn nên đi lên xuống lầu cũng hơi ngại.",0,1,3,1,,0.90195924
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán ở vị trí mặt tiền nên rất dễ nhận ra, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian gồm một tầng trệt và một tầng lầu tách biệt. Khu dưới gần quầy bar nên khá ồn, khó nói chuyện. Trên lầu thì nhiều người ngồi học tập và làm việc. Bàn ghế được làm khá sáng tạo từ vật liệu cũ tái sử dụng. Menu đồ uống khá phong phú nhưng lựa chọn không quá nhiều. Giá ngang với các quán nổi tiếng khác nên không rẻ. Nhân viên rót nước liên tục nhưng không hướng dẫn bàn cho khách khi mới vào.",0,1,3,1,,0.8963013
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ngay mặt tiền đường nên rất dễ tìm, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian có hai tầng riêng biệt. Tầng trệt ở gần quầy bar nên hơi ồn và không tiện nói chuyện. Tầng trên thì nhiều người chiếm bàn để học và làm việc. Bàn ghế được thiết kế khá sáng tạo khi tận dụng vật liệu cũ. Thức uống khá đa dạng nhưng lựa chọn chưa nhiều. Giá tương đương các quán nổi tiếng khác nên không rẻ. Nhân viên thường xuyên rót nước nhưng khách vào lại phải tự tìm bàn.",0,1,3,1,,0.89516544
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ở mặt tiền đường nên khá dễ tìm, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian gồm một trệt một lầu tách riêng. Khu dưới gần quầy bar nên khá ồn, không thuận tiện để trò chuyện. Trên lầu thì nhiều người lên ngồi học và làm việc. Bàn ghế được làm khá sáng tạo từ các vật liệu cũ. Đồ uống tương đối đa dạng nhưng không có quá nhiều lựa chọn. Giá ở mức ngang các quán nổi tiếng khác nên không rẻ. Nhân viên rót nước thường xuyên nhưng không hướng dẫn chỗ ngồi cho khách.",0,1,3,1,,0.8787732
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ngay mặt tiền nên rất dễ thấy, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian có hai tầng riêng biệt. Tầng dưới gần quầy bar nên khá ồn ào, không tiện nói chuyện. Tầng trên thì mọi người thường ngồi học tập và làm việc. Bàn ghế được làm khá sáng tạo từ những vật liệu cũ. Menu nước uống khá đa dạng nhưng không có nhiều lựa chọn. Giá ở mức tương đương các quán nổi tiếng khác, không rẻ. Nhân viên rót nước liên tục nhưng khách phải tự tìm bàn khi vào.",0,1,3,1,,0.8837856
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ở mặt tiền đường nên khá dễ tìm, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian gồm một trệt và một lầu tách biệt. Tầng trệt gần quầy bar nên khá ồn, khó nói chuyện. Trên lầu thì nhiều người ngồi học tập và làm việc. Bàn ghế được làm khá sáng tạo từ vật liệu cũ. Thức uống khá phong phú nhưng lựa chọn không nhiều. Giá tương đương các quán nổi tiếng khác nên không rẻ. Nhân viên rót nước thường xuyên nhưng không hướng dẫn khách chọn bàn.",0,1,3,1,,0.8788091
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ngay mặt tiền đường nên rất dễ tìm, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian có hai tầng tách biệt. Khu dưới gần quầy bar nên khá ồn, không tiện trò chuyện. Tầng trên thường được khách dùng để học tập và làm việc. Bàn ghế được thiết kế sáng tạo từ các vật liệu cũ. Menu nước uống khá đa dạng nhưng lựa chọn chưa nhiều. Giá tương đương các quán nổi tiếng khác nên không rẻ. Nhân viên rót nước liên tục nhưng khách phải tự tìm chỗ ngồi.",0,1,3,1,,0.8823286
1 vị trí quán nằm ngay mặt tiền đường nên rất dễ tìm thấy. gần chợ gò vấp sắp đến chợ thuộc đường nguyễn thái sơn 2 không gian quán có một trệt một lầu nhưng hai không gian riêng biệt bên dưới ngay quầy bar nên khá ồn ào không tiện nói chuyên bên trên thì mọi người chiếm bàn ngồi làm việc học tập các kiểu bàn ghế rất có sự sáng tạp khi sử dụng vật liệu cũ và biến thành đồ giá trị 3 thức uống khá phong phú nhưng không nhiều sự lựa chọn. 4 giá xem xem với các quán nổi tiếng khác không rẻ 5 phục vụ nhân viên xoa rót nươca liên tục nhưng lại không hướng dẫn bàn cho khách khi khách bước vào mà nhân viên cho khách tự tìm bàn. đi lên lầu xuống lầu cũng ngại chút,"Quán nằm ở vị trí mặt tiền nên dễ tìm, gần chợ Gò Vấp trên đường Nguyễn Thái Sơn. Không gian gồm một tầng trệt và một tầng lầu riêng biệt. Tầng dưới gần quầy bar nên khá ồn, không tiện nói chuyện. Tầng trên thì nhiều người lên ngồi học tập và làm việc. Bàn ghế được làm khá sáng tạo từ vật liệu cũ. Thức uống khá đa dạng nhưng lựa chọn không quá nhiều. Giá ở mức ngang với các quán nổi tiếng khác nên không rẻ. Nhân viên thường xuyên rót nước nhưng không hướng dẫn khách tìm bàn.",0,1,3,1,,0.8869824
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Quang cảnh của quán vẫn giống như cách đây 5 năm, hầu như không có nhiều thay đổi. Chất lượng phục vụ ở mức bình thường.",0,3,3,0,,0.92940915
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Không gian quán gần như giữ nguyên so với 5 năm trước, không có gì thay đổi đáng kể. Phục vụ ở mức trung bình.",0,3,3,0,,0.73438406
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","So với 5 năm trước thì quang cảnh vẫn vậy, không thấy khác biệt nhiều. Dịch vụ phục vụ cũng chỉ ở mức bình thường.",0,3,3,0,,0.76975715
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Quán trông vẫn như hồi 5 năm trước, gần như không có sự thay đổi. Chất lượng phục vụ ở mức tạm ổn.",0,3,3,0,,0.7966046
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Khung cảnh quán vẫn giữ nguyên như cách đây 5 năm, không thấy cải thiện gì đáng kể. Phục vụ ở mức bình thường.",0,3,3,0,,0.87115204
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Không gian nhìn vẫn giống hệt 5 năm trước, hầu như không thay đổi gì. Nhân viên phục vụ ở mức bình thường.",0,3,3,0,,0.7357976
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Sau 5 năm quay lại thì quang cảnh vẫn vậy, không có nhiều khác biệt. Chất lượng phục vụ cũng khá bình thường.",0,3,3,0,,0.7938081
"quang cảnh vẫn như cách đây 5 năm, không mấy thay đổi. chất lượng phục vụ bình thường.","Quán vẫn giữ nguyên quang cảnh như 5 năm trước, không thay đổi nhiều. Dịch vụ phục vụ chỉ ở mức bình thường.",0,3,3,0,,0.86370015
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Nhà hàng khá rộng, có khu không gian chung thoáng đãng và phòng VIP riêng. Món ăn và phục vụ đều ổn trong tầm giá.",3,3,2,3,,0.9089441
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Không gian nhà hàng rộng rãi, vừa có khu chung thoáng vừa có phòng VIP riêng. Chất lượng món ăn và phục vụ phù hợp với mức giá.",3,3,2,3,,0.92448103
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Nhà hàng có diện tích khá lớn, có khu ngồi chung thoáng và phòng VIP riêng biệt. Món ăn và phục vụ nhìn chung ổn so với giá tiền.",3,3,2,3,,0.90797865
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Quán khá rộng, có khu vực chung thoáng mát và phòng VIP riêng. Đồ ăn và phục vụ đều ổn trong tầm giá.",3,3,2,3,,0.7906456
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Không gian nhà hàng rộng rãi, có chỗ ngồi chung thoáng và phòng VIP riêng cho khách. Món ăn và phục vụ tương xứng với giá.",3,3,2,3,,0.9313159
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Nhà hàng có không gian rộng, gồm khu ngồi chung thoáng đãng và phòng VIP riêng. Món ăn cùng phục vụ ở mức ổn so với giá.",3,3,2,3,,0.9182183
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Quán khá rộng rãi, có khu vực chung thoáng và thêm phòng VIP riêng. Chất lượng món ăn và phục vụ nhìn chung ổn với mức giá.",3,3,2,3,,0.83210313
"nhà hàng khá rộng rãi, có không gian chung thoáng và phòng vip riêng, phục vụ và món ăn ổn với tầm giá","Không gian nhà hàng rộng, có khu chung thoáng và phòng VIP riêng biệt. Đồ ăn và phục vụ phù hợp với tầm giá.",3,3,2,3,,0.9060792
"món ăn: canh bún lạ miệng với topping bao gồm huyết, da heo, chả, riêu cua, đậu hũ và rau luộc. vị vừa ăn, nhưng hơi khó tiêu. giá: 1 tô 40 vnd theo mình là khá cao so với chất lượng món ăn và topping như trên không gian: mặt tiền thoải mái phục vụ: nhiệt tình","Món ăn: canh bún có hương vị khá lạ với topping gồm huyết, da heo, chả, riêu cua, đậu hũ và rau luộc. Vị ăn vừa miệng nhưng hơi khó tiêu. Giá: một tô 40k theo mình là khá cao so với chất lượng và lượng topping như vậy. Không gian: mặt tiền khá thoải mái. Phục vụ: nhiệt tình.",3,2,3,1,,0.9608986
"món ăn: canh bún lạ miệng với topping bao gồm huyết, da heo, chả, riêu cua, đậu hũ và rau luộc. vị vừa ăn, nhưng hơi khó tiêu. giá: 1 tô 40 vnd theo mình là khá cao so với chất lượng món ăn và topping như trên không gian: mặt tiền thoải mái phục vụ: nhiệt tình","Món: canh bún vị lạ, topping gồm huyết, da heo, chả, riêu cua, đậu hũ và rau luộc. Hương vị vừa ăn nhưng ăn xong hơi khó tiêu. Giá: 1 tô 40k theo mình khá cao so với chất lượng và topping. Không gian: mặt tiền thoáng. Phục vụ: nhiệt tình.",3,2,3,1,,0.9598069
