rating,text,word_count,food,service,place,cost,count
5 sao,"quán khá nóng , quạt thì nhỏ mà toàn thổi dưới đất",12,0,0,1,0,71
5 sao,quán toẹt lắm,3,0,0,1,0,71
1 sao,"dơ, đang ăn mà thấy con gián bò trên tường đang kiếm đường xuống bàn tôi",16,0,0,1,0,71
1 sao,"dụng cụ ăn uống rất dơ, dầu mỡ bám đầy",10,0,0,1,0,71
4 sao,"có lúc khách đông không còn chỗ, phải chờ đợi",10,0,0,1,0,71
3 sao,"mỗi món khác đều chút chút, vì mình cũng sợ kêu nhiều rồi ăn không ngon, bỏ sẽ phí. chỗ này chủ yếu để nhắm nhậu bia. đi tới cũng hơi khó khăn vì đường một chiều, nằm bên hướng công viên gia định đi xuống. bạn nào ở hướng ngược lại thì nên đi lê quang định, đến ngã ba cây xăng thì rẽ phải vào nguyễn thượng hiền, đến ngã tư nhỏ là nguyễn bỉnh khiêm quẹo phải, đi hết đường là ra phạm văn đồng thì quẹo phải xuống. mình chỉ ngại những người hát karaoke thôi, lè nhè ồn ào.",104,0,0,1,0,71
1 sao,"quán phong cách miền ngoài, cạnh tranh bẩn. vệ sinh không sạch sẽ. đánh cả khách- chủ quán gà anh tư kế bên. lu để trang trí",27,0,0,1,0,71
3 sao,quán ồn ào bật loa siêu to,7,0,0,1,0,71
5 sao,mọi thứ vẫn ổn trừ cái nhạc nhé quán quán có vấn đề âm thanh hả,16,0,0,1,0,71
5 sao,fan ruột rồi. đi trưa cuối tuần mà đông kinh khủng đông nhưng refill nhanh liên tục thêm vài cây quạt chứ đông nóng quá,25,0,0,1,0,71
2 sao,chỗ ngồi bí bách không sạch sẽ,7,0,0,1,0,71
3 sao,đường thì nhỏ mà để xe hơi nhiều cả 2 bên kề đường gây cản trở giao thông. đề nghị cho để xe theo ngày chẵn lẻ hoặc cho gởi xe hơi chỗ khác,34,0,0,1,0,71
5 sao,"đồ ăn với dịch vụ ổn nhé, có điều bữa mình đi khgian hơi hầm chắc cho mưa.",18,0,0,1,0,71
2 sao,"ngồi mà sung cứ rụng mãi, rất khó chịu có quả còn rớt ngay vào chén nước chấm làm bẩn hết cái áo trắng",24,0,0,1,0,71
2 sao,"quán không nhiều khách, nhưng lên đồ ăn quá lâu",10,0,0,1,0,71
2 sao,quán lên món chậm dù không đông khách,8,0,0,1,0,71
2 sao,"quán này trước vài lần đồ ăn cũng ổn, không tệ, bị cái mùi cống rác đằng trước hôi kinh khủng, chạy xe ngang thôi mà mắc ói, không bao giờ quay lại ăn luôn từ đó. giờ hình như mới chịu thay đổi, bài trí lại đỡ mùi hơn, nhưng vẫn không dám thử, ấn tượng mãi chỗ này.",60,0,0,1,0,71
1 sao,"có 0 sao chấm cho 0 sao luôn . không quan tâm chất lượng đồ ăn nhưng làm ăn kg có lương tâm, kg đảm bảo vệ sinh, ô nhiễm môi trường kinh khủng, khói thì xả 2424 . phản ánh lên cục bảo vệ môi trường rồi .",49,0,0,1,0,71
1 sao,"mình đi ăn lúc 10-10g30 trưa lúc về lấy xe, thấy 1 cô đang nướng thịt thì có 1 cô lại bê 1 thao thịt sườn và vô tình làm rớt 2 lát thịt sườn, 1 lát vào bao dựng than, 1 lát rớt dưới đất không có gì đáng nói khi cô nướng thịt lấy 2 miếng đó rồi nướng tiếp thật sự lấy xe mà tôi bị đơ tại chỗ. ai sẽ là người thưởng thức 2 lát thịt đó? mong quán xem xét về vấn đề an toàn thực phẩm",93,0,0,1,0,71
1 sao,trời ơi quán quen mà hôm bữa đi ăn thấy bạn nhân viên nướng thịt xong làm rơi 2 - 3 miếng ngay trên vỉa hè - xíu quay lại thấy nhân viên nhặt lại mang vào trong quầy bán cho khách ăn. chưa kể xài dầu không rõ nguồn gốc; bình đựng nước mắm bên trong dơ quá. chỗ này phải xem phải phần an toàn vệ sinh thực phẩm,71,0,0,1,0,71
1 sao,"khói cỡ này ? làm ăn có đức quá . ảnh hưởng tới hết cái khu chợ gò vấp này . ống khói thì làm cho có . đã báo cáo lên cục bảo vệ môi trường, quay lại video chụp rõ thời gian mỗi ngày thử coi có chịu xử lí không",53,0,0,1,0,71
2 sao,chưa đủ thẩm mỹ.,4,0,0,1,0,71
5 sao,hôm nào vô ăn mình sửa đánh giá. quán mở cửa hơi chiều nghen,14,0,0,1,0,71
2 sao,"tầng 2 siêu nóng cực kỳ nóng , và nhà vệ sinh 2 tầng chỉ có 1 phòng nhà vệ sinh cực kỳ bất tiện và có mùi rất hôi",30,0,0,1,0,71
1 sao,"góp ý quán không nhận giữ xe ô tô vào giờ cao điểm, bình thường đã kẹt giờ kẹt gấp đôi. đáng lẽ đó là làn xe máy mà quán chiếm dụng làm mọi người ùn ứ không đi được",40,0,0,1,0,71
3 sao,"quán này thường mọi người hay học bài nhưng nhạc to quá với lại wifi quá yếu, quán nên coi lại 2 điểm này",24,0,0,1,0,71
2 sao,"không gian bố trí không hợp lý. ổ điện bố trí không phù hợp ở cái bàn dài khuôn viên bên phải cầu thang tầng 1. một quán theo hình thức 247 cần sắp xếp lại bàn và không gian cho hợp lý hơn. có một số khu vực bố trí đèn ánh sáng xanh cho các bạn đỡ buồn ngủ, nhưng không thân thiện với mắt lắm. quán khá ồn, nên không phù hợp cho những bạn làm việc. bù lại chất lượng nước ở mức khá. nếu katinat được 01 điểm thì ở đây được 5-6 điểm.",99,0,0,1,0,71
2 sao,"list nhạc của quán quá dở, đặc biệt là vào lúc nửa đêm. đề nghị nhân viên quán đổi nhạc dùm! nghe mấy bài rap rất nhứt đầu.",28,0,0,1,0,71
1 sao,"toilet khu vực rửa tay thì thơm tho do có sáp thơm, bên trong từng phòng thì dơ và hôi, nước lênh láng, không có giấy. quán có hình thức chỉnh chu bên ngoài mà bên trong như vậy à?",40,0,0,1,0,71
1 sao,"ôi moá ơi mở cửa quán bước vào là mùi tolet khắp quán, góp ý quán nên dọn vệ sinh tolet lại",22,0,0,1,0,71
4 sao,quán đông ơi là đông. chỗ ngồi cũng nhiều. gửi xe dễ. có lẽ vì còn đông nên bầu không khí cũng hơi bát nháo.,25,0,0,1,0,71
1 sao,"wifi cực kỳ tệ, quán khoảng 20 người là mình chẳng còn vô được nữa. không gian không phù hợp để làm việc, rất ồn ào, nhiều khách bất lịch sự để đồ đạc chiếm hết ghế không cho người khác ngồi!",42,0,0,1,0,71
1 sao,"quạt dơ khủng hoảng, ly uống rồi để muốn chạm vòi nước uống, nói chung quán dơ, nhất là các quạt máy, dơ dã man.",25,0,0,1,0,71
4 sao,quán view khá đẹp nhưng rất đông. dịch dã mà mọi người cứ ngồi sát sạt nhau,17,0,0,1,0,71
1 sao,quán nên thay thố đựng đũa mất thẩm mỹ đũa nên dùng loại nhựa hoặc định kỳ bao nhiêu lâu thay nhìn đôi đũa không muốn cầm đưa vào miệng hủ tâm nên kiểm tra kỹ bên trong dầu mỡ rĩ sét không,43,0,0,1,0,71
4 sao,hơi chật chội,3,0,0,1,0,71
5 sao,lầu 1 hơi nóng ở dưới ổn,7,0,0,1,0,71
1 sao,quán đóng cửa kiếp nào rồi mà không biết thông báo hả để mất công bao nhiêu con người tới vậy? lom dom vừa.,24,0,0,1,0,71
5 sao,"để xe phía trước 2 dãy, phía bên không và phía sau nên làm mất view, nhìn không thoáng. nên để xe vô hết phía trong, để bàn ra sát phía ngoài sẽ thoáng đãng hơn rất nhiều. vì đa số người sài gòn thích ngồi ngoài trời, lề đường phía ngoài cho thoáng mát, ngắm cảnh.",57,0,0,1,0,71
3 sao,mới bước vào đến cầu thang đã thấy mùo nhà vệ sinh.,12,0,0,1,0,71
3 sao,"địa điểm này thích hợp để cầu nguyện, hơi nhỏ.",10,0,0,1,0,71
4 sao,không gian quán hơi nhỏ,5,0,0,1,0,71
3 sao,"lần đầu lên ,cũng lần đầu trải nghiệm chạy mưa trốn mưa. quán nên rút kinh nghiệm làm thêm mái che , chứ mưa tội nghiệp phục vụ với thiệt hại cho quán",33,0,0,1,0,71
5 sao,"cơ sở vật chất sáng quá,khách thì đông",8,0,0,1,0,71
4 sao,"đồ ăn ổn mà chổ ngồi bốc mùi dưới sông lên ghê quá, làm ăn mất ngon.",17,0,0,1,0,71
4 sao,"rộng rãi, sạch sẽ. điểm trừ duy nhất là quán cạnh cái sông, nước ròng nước đen thui trời nắng rất thúi",22,0,0,1,0,71
4 sao,"tạm được, món ăn tạm, gần bờ sông nên không khí kém.",12,0,0,1,0,71
3 sao,địa điểm này trước đây sát bờ sông rất thoáng mát nhưng giờ bờ sông đã dẹp nên kg còn như xưa. mặc dù triều cường là ngập nặng nhưng sát bờ sông nên cũng cố gắng đến với quán. giờ thì không như trước được nữa rồi.,48,0,0,1,0,71
2 sao,"bàn ghế quá thấp và nhỏ, ngồi nhậu không thoải mái cho những người thể trạng hơi lớn 1 chút",20,0,0,1,0,71
2 sao,quán không gian quá chật hẹp. ngay gần đèn đỏ rất nguy hiểm.,13,0,0,1,0,71
5 sao,hơi ồn tí nhưng mà tổng thể ổn,8,0,0,1,0,71
1 sao,quán không mở máy lạnh cho tầng ngồi từ 9h sáng đến 14h nhân viên lên nhìn rồi đi xuống.,20,0,0,1,0,71
4 sao,"mặt tiền nguyễn thái sơn cũng dễ tìm. giữ xe rộng ngay trước cửa chứa được nhiều xe. quán rộng. có không gian trên lầu nữa nhưng nói chung decor không đẹp. điểm hay là mở cửa 24h nên có thể hẹn bạn giờ khuya nói chuyện thoải mái, hoặc làm việc đêm. menu phổ thông không có món nào đặc trưng.",62,0,0,1,0,71
1 sao,"họp nhóm làm bài tập mà cái ổ điện nó cứ chập chờn không cắm được, 100 ổ như 1 mong chủ quán khắc phục",25,0,0,1,0,71
3 sao,không gian hẹp.,3,0,0,1,0,71
4 sao,không gian hơi hẹp,4,0,0,1,0,71
1 sao,quá dơ,2,0,0,1,0,71
1 sao,tới ăn nhưng không thấy quán,6,0,0,1,0,71
4 sao,"quán ăn với menu đa dạng, thích hợp với những buổi ăn sáng muộn và xế chiều vì chỗ để xe của quán hơi hẹp. không gian quán tương đối khoảng 25 khách.",33,0,0,1,0,71
5 sao,"mọi thứ đều hoàn hảo , ngoại trừ quán nhật mà bật nhạc trung . cảm giác hơi lạc quẻ",20,0,0,1,0,71
1 sao,"quán có gián đó là điều mình đánh giá trước tiên về quán dù chưa ăn đồ tại đây. gián còn bò lên chân mình, có thể quán hoạt động lại sau tết nên còn nhiều cái chưa hoàn thiện. chỉ đơn giản là mình sợ gián và nó cũng là tiêu chí đánh giá về vệ sinh khi mình đến bất kỳ tiệm nào. tiệm bán cũng đắt ngang hachiban ramen chứ không rẻ.",75,0,0,1,0,71
4 sao,quán mở nhạc hơi ồn,5,0,0,1,0,71
1 sao,"quán mở nhạc ồn ào, không thể trò chuyện với nhau được.",12,0,0,1,0,71
5 sao,"sinh nhật riết, ồn khủng khiếp, bị tra tấn lỗ tai bởi giọng hát",14,0,0,1,0,71
2 sao,"mọi thứ ổn đến khi quán mở loa cho 1 bạn lên hát cho nhóm bạn của bạn nghe nhóm đó vui nhưng mọi người thấy rất ồn đi nhậu để tâm sự nhưng vậy quá fail. quán cấm hàng rong, kẹo kéo nhưng lại cho khách hát bằng loa thì cũng không khác nhau mấy. chia tay quán từ hôm nay.",62,0,0,1,0,71
1 sao,"ghế gì không hề êm, không phù hợp để chạy du lịch tí nào, ngồi nửa tiếng đã ê đýt",20,0,0,1,0,71
1 sao,trái cây cắt để lên mặt bàn bàn như này thì có vệ sinh không hả?,16,0,0,1,0,71
1 sao,"ô nhiễm không khí trong quán nghe mùi rất khó chịu, như mùi cóng toilet bóc lên hy vọng quản lí tới trải nghiệm cái mùi này",27,0,0,1,0,71
4 sao,"đi ăn cũng lâu rồi, quán nhậu có nhiều món lai rai. anh em ghé cũng tạm được",18,3,0,0,0,82
4 sao,món ăn tạm ổn,4,3,0,0,0,82
5 sao,sợi phở nhỏ khác với sợi phở to mình hay ăn,11,3,0,0,0,82
5 sao,chỗ này có bánh phở rất đặc biệt. họ làm bánh phở tại chỗ.,14,3,0,0,0,82
4 sao,cug được,2,3,0,0,0,82
1 sao,bình thường,2,3,0,0,0,82
4 sao,ổn,1,3,0,0,0,82
3 sao,"ăn cũng được, không có gì đặc sắc, có bình rượu của ông anh đem vào là ngon",18,3,0,0,0,82
3 sao,"mình đi ăn ngày 39, tụi mình gọi 1 lẩu, 2 bò viên chiên, có gọi thêm 1 phần rau và 1 phần mì. tổng bill hơn 600 vnd mình đi 6 người. đồ ăn vừa đủ no nhưng không có gì đặc biệt, hôm đó mình ăn lúc 7h tối thì quán hết món khá nhiều, lẩu bò chỉ còn thịt và bò viên.",65,3,0,0,0,82
5 sao,đồ ăn được là lời để hội họp tổ chức tiệc.,11,3,0,0,0,82
5 sao,"quán có vài món đặc trưng, có điểm riêng.",9,3,0,0,0,82
4 sao,"quán đông khách, nhưng chất lượng đồ ăn cá nhân mình đánh giá bình thường, đơn giản.",17,3,0,0,0,82
3 sao,ăn cũngười tạm được,4,3,0,0,0,82
4 sao,"bò né ổn, quán đông vào giờ cao điểm",9,3,0,0,0,82
5 sao,"nên ăn tô đặc biệt, nhiều rau muống.",8,3,0,0,0,82
5 sao,chất lượng đồ ăn ổn,5,3,0,0,0,82
1 sao,nhiều món ăn khá ngon nhưng món này thì có lẽ,11,3,0,0,0,82
3 sao,đồ ăn cũng tạm,4,3,0,0,0,82
4 sao,bánh mực chiên ổn. cuộn cơm cá hồi phô mai ổn. còn lại bình thường,15,3,0,0,0,82
4 sao,"có món ngon,có món cũng được không tệ",8,3,0,0,0,82
3 sao,"quán này ăn nhiều lần rồi, đánh giá chung là ổn, thấy món bò viên chiên là ngon nhất",19,3,0,0,0,82
4 sao,"thức ăn ngon, nói chung món ăn ở mức vừa ngon. chưa tìm ra đặc trưng của quán",18,3,0,0,0,82
4 sao,tương đối được,3,3,0,0,0,82
5 sao,mình dẫn bạn đi ăn theo mà thấy bạn khen quá tr luôn . recommend mọi người là ăn hủ tiếu tomyum heo đặc biệt nước sữa siêu ngon luôn món ruột của tôi keke,35,3,0,0,0,82
4 sao,tạm được,2,3,0,0,0,82
1 sao,"đồ ăn ổn, 2025 rồi mà không cho tính tiền thẻ visa, cho tính đủ loại app mà không tính visa",21,3,0,0,0,82
5 sao,"mì sốt cay cũng bình thường, hơi the nhẹ không cay như gà. ngon",14,3,0,0,0,82
5 sao,"mì cay 45 vnd thịt bò rất nhiều vị nhạt ăn tạm, nước vải 25 vnd ngon lắm điểm là không dùng đường hoá học uống vừa vị ngon nhé được 3 trái vải to đùng",36,3,0,0,0,82
4 sao,mọi thứ chỉnh chu theo hệ thống .nhưng chi tiết ở mức bình thường nhất. kg quá xuất sắc.hình như poseidon và cửu vân long là 1 hay sao á.nhìn chung chấp nhận được .,35,3,0,0,0,82
3 sao,"mình ăn tô hủ tíu pi thái 65 vnd. cảm nhận riêng giống tầm 60 so với bên thái nước lèo ngọt thanh, nhưng không có chất riêng. mình khá thích món này ở thái, nên ăn nhiều lần ngon lắm, ở đây làm chưa tới. bù lại thịt trong tô khá nhiều, chắc 65 vnd nên phải đặc biệt hơn xíu. vị trí: sát bên vincom, gần ngã 4 nguyễn thái sơn - phan văn trị",77,3,0,0,0,82
5 sao,"bữa ăn rất ổn, mong quán sắp tới có thêm ghế ăn cho em bé để tiện hơn cho các gia đình có bé nhỏ",25,3,0,0,0,82
5 sao,"tuyệt vời ! tô mì size lớn bự thiệt, cân nhắc kĩ 1ng chắc là không thể ăn hết",19,3,0,0,0,82
5 sao,"đi hai người kêu 1 lẩu và 1 đĩa bog viên chiên, thịt bò hơi nhìu mỡ, ăn hơi ngán nói chung ổn",23,3,0,0,0,82
5 sao,"đồ ăn ổn, thích món dimsum đa dạng vị từ tôm, sò điệp, cá hồi, bào ngư. gia đình mình đi ăn ở đây cũng khá nhiều lần rồi",29,3,0,0,0,82
4 sao,thịt to như ở quán đà lạt. nói chung dùng ổn,11,3,0,0,0,82
5 sao,đủ món,2,3,0,0,0,82
3 sao,"lẩu ít topping, ăn tạm được",6,3,0,0,0,82
1 sao,thức ăn tạm,3,3,0,0,0,82
4 sao,ăn như xưa,3,3,0,0,0,82
2 sao,bình bình thôi,3,3,0,0,0,82
3 sao,tạm được,2,3,0,0,0,82
3 sao,"món ăn chấp nhận được. rau chỉ có cải nhúng và rau má, không có nhiều lựa chọn nếu có thêm rau muống, cần nước.giờ cao điểm vì quán nằm ngay đường lớn, khó ra vô.",36,3,0,0,0,82
4 sao,bình thường,2,3,0,0,0,82
5 sao,"lúc mình tới cỡ 7h30 tối thì hết giò với xương luôn, nên ăn tô thập cẩm 50 vnd. mỗi tô được 1 con tôm, 1 trứng cút, thịt và bánh canh nhiều. cua hơi ít nhưng tươi. nước dùng với mình thì đặc quá, nêm cũng không quá xuất sắc, nên nhìn chung thì ở mức được thôi.",59,3,0,0,0,82
4 sao,cũng khá ổn,3,3,0,0,0,82
5 sao,ổn,1,3,0,0,0,82
3 sao,"đồ ăn ở mức bình thưởng không quá xuất sắc cũng không quá tệ ,nhưng nước dùng ở đây không hợp với mình lắm nước dùng ở đây thiên chua hơn nên khi nhúng bún ăn không tạo được sự cuốn hút, chả giò thì mình không đánh giá cao ăn kiểu lạt lạt tuy có độ giòn nhưng nhân không quá ấn tượng.",64,3,0,0,0,82
5 sao,"khẩu phần vừa, bún chả vừa ăn.",7,3,0,0,0,82
2 sao,tạm,1,3,0,0,0,82
4 sao,"tạm ổn,",2,3,0,0,0,82
4 sao,đồ ăn nấu ăn cũng được,6,3,0,0,0,82
3 sao,bình thường,2,3,0,0,0,82
5 sao,tạm ổn,2,3,0,0,0,82
3 sao,ăn tạm,2,3,0,0,0,82
5 sao,mọi thứ ổn,3,3,0,0,0,82
3 sao,nhiều món chay. có lẩu chay. huơng vị ổn,9,3,0,0,0,82
3 sao,thường,1,3,0,0,0,82
5 sao,mình tới ăn một đống rau luôn haha,8,3,0,0,0,82
5 sao,mục tiêu vào để ăn no rau với nấm.,9,3,0,0,0,82
5 sao,trãi nghiệm khá ổn la,5,3,0,0,0,82
5 sao,món ăn rất ổn ạ,5,3,0,0,0,82
4 sao,nhiều món. cơm chay ổn,5,3,0,0,0,82
5 sao,ổn. chất lượng,3,3,0,0,0,82
4 sao,"đồ ăn cũng khá ổn các loại rau cơ bản , tàu hũ ki ngon , quầy tráng miệng và nước không phong phú. kem có 1 loại dỡ không có su lua chọn",34,3,0,0,0,82
3 sao,"đồ ăn ổn, tạm ổn, đáng thử",7,3,0,0,0,82
3 sao,cũng được,2,3,0,0,0,82
4 sao,ăn cũng được,3,3,0,0,0,82
5 sao,ăn thử cho biết. cũng được,6,3,0,0,0,82
5 sao,"phèo nướng , bò thăn ngoại được nhân viên nướng hộ. ăn ổn ổn áp",15,3,0,0,0,82
5 sao,thức ăn ổn,3,3,0,0,0,82
4 sao,"cơm tấm ăn ngon, nên ăn món mới như sườn mới nướng, thịt mới làm, lạp xưởng và chả chưa ngon lắm",22,3,0,0,0,82
5 sao,đồ ăn thuần việt,4,3,0,0,0,82
4 sao,"gà mềm nhưng là gà lai, ăn cũng được. nước chấm không đặc sắc",14,3,0,0,0,82
1 sao,đợi gần 1 tiếng lên được 2 món. người đến sau thì có trước. đồ ăn bình thường không có gì đặc sắc,23,3,0,0,0,82
4 sao,cũng ổn,2,3,0,0,0,82
5 sao,canh bún nấu hơi ngọt tí. ai không ăn ngọt chắc khó ăn. mình đã ăn ở đây hơn 10 năm,21,3,0,0,0,82
5 sao,mình thấy đồ ăn cũng tạm ổn.,7,3,0,0,0,82
3 sao,"đánh giá , bình dân , dễ ăn, nhưng ngon thì không đánh giá cao,",15,3,0,0,0,82
5 sao,tạm được,2,3,0,0,0,82
3 sao,ăn được,2,3,0,0,0,82
4 sao,tạm được ! cho 4 sao,6,3,0,0,0,82
4 sao,"phong cách nấu của miền nam, hơi ngọt",8,3,0,0,0,82
1 sao,"cơm gà 35 vnd mà gà nhỏ xíu luôn, mà nó còn dở nữa giá menu trung bình cũng cao, cơm bình thường maà giao động 40 vnd trở lên không nên ăn nhé mọi người",36,1,0,0,1,84
3 sao,sao cắt miếng thịt kì dị ta. 43 vnd ở khu vực gò vấp là hơi cao so với mặt bằng chung,22,1,0,0,1,84
1 sao,"đồ ăn thì cũng không quá chất lượng. quán càng ngày càng đi xuống. giá thì tăng cao mà đến 1 ly trà đá cho khách cũng không thể có nổi. gọi nước suối cũng không có luôn, mặc dù trong menu vẫn để nước suối. làm ăn quá thất vọng về quán. tạm biệt quán",56,1,0,0,1,84
2 sao,vừa dở vừa mắc,4,1,0,0,1,84
1 sao,"dân gò vấp mà vấp cỏ đúng tiệm cơm này, heo quay thì dai như cao su, canh thì lá đen xì 55 vnd cay",25,1,0,0,1,84
1 sao,"giá lên quá cao tiền ăn và nước ngọt luôn là 650 vnd1 người mà đồ ăn không ngon, nghêu đầy cát, lẫu không nấu tại chỗ mà đợi nấu sẵn múc ra tô nhỏ xíu, đem về bàn là nguội lạnh làm đồ ăn trong lẫu tanh, mấy món khác cũng không ngon như lúc đầu, làm theo kiểu thị trường quá. quá tệ, mọi người nên cân nhắc khi bỏ số tiền mà chỉ được như vậy",79,1,0,0,1,84
1 sao,"chất lượng dở và giá chát cực kì mình đi vào lúc 20h tối t6, quán đông, gửi xe xa tít cuối hẻm đường mưa ngồi lầu 2, order bò tơ cuốn bánh tráng và lẩu bò 2 người đũa bỏ ống đũa trông không vệ sinh chút nào ly không sạch món bò tơ cuốn bánh tráng, rau rừng: 200 vnd dĩa bò đánh lừa thị giác. chỉ có bò với chút thịt ở 1 vòng bò giữa dĩa, còn lại toàn phần mỡ và da xếp 3 vòng còn lại. thất vọng! rau và bánh ướt, bánh tráng đi kèm tạm ổn món lẩu bò 2 người 260 vnd, cục mỡ và cục xương to nhiều hơn thịt, nước lẩu khá mặn. túm lại, được cái tiếng chứ không có miếng rất tiếc vì đã không chụp lại hình cụ thể",143,1,0,0,1,84
1 sao,"đã thay đổi bếp và đổi chủ hay sao mà ăn dở và bày trí không còn như ngày xưa. hương vị cũng khác hẳn. ngày xưa có tỏi, rau nước xốt nhìn rất bắt mắt, hiện tại ăn không ngon mà không đẹp đã vậy giá còn tăng. 252 vnd cho phần này.",54,1,0,0,1,84
3 sao,"mình đi 5 người, nồi lầu toàn gân là gân, mỗi người được đúng 1 miếng nạm, hết. giá đắt so với chất lượng",24,1,0,0,1,84
2 sao,"mua phần mang về 270 vnd còn ít hơn phần 210 vnd ăn tại chỗ. không có đậu hũ, được 5 miếng bò, 1 nhúm rau",26,1,0,0,1,84
3 sao,món ăn hơi dở! giá thì quá cao!,8,1,0,0,1,84
1 sao,"quán lớn bán cơm với giá từ 40 vnd trở lên mà đồ ăn thì được 5 miếng thịt mỏng lét, quá thất vọng về quán, còn không có cả canh được 2 lát dưa leo, có 0 sao mình cũng vote",42,1,0,0,1,84
2 sao,"không tính bằng thẻ , 23 âm chưa tết phụ thu, nuớc uốg tính riêng . thuế riêng. ăn dmarid cửu vân long ổn hơn, cua ốp, it món đi btrua",31,1,0,0,1,84
4 sao,"nói chung ăn cũng ổn nhưng mà giá hơi cao, hương vị cũng không đậm đà như hủ tíu việt nam đâu, hủ tíu khô sốt ngon hơn, thịt cũng không nhiều so với giá.",35,1,0,0,1,84
1 sao,lẩu bò nấu chân xương chưa mềm gân còn dai nước lẩu thì thiếu gia vị của sả và gừng tươi nè.rau ăn kèm với lẩu bò lại là cải thảo với rau má.là kg đúng khẩu vị rồi.1 nồi lẩu bò 300 vnd mà đưa 2 loại rau như vậy để ăn kèm thì thua quán lẩu bò bình dân nhé.chủ quán lên đi tham khảo các quán bình dân chất lượng ngon hơn nhiều.các bạn lên học hỏi thêm bớt chạy quảng cáo cáo lại đi.nay đi ăn quên chụp hình lại,94,1,0,0,1,84
1 sao,"mình mua vé giá 139 vnd cho 4 người. đáng giá chung rau ít không đa dạng, chủ yếu là các loại rau hàng ngày không có gì đặc sắc, rau khá héo không tươi lắm . mình có gặp 1 đĩa súp lơ thì rau có dấu hiệu hỏng, thối và không ăn được. trái cây có mỗi ổi mặc dù lúc đầu tư vấn có cả dưa hấu 2 loại trái cây đã rất ít trải nhiệm tệ, sẽ không ghé lại nữa.",85,1,0,0,1,84
3 sao,"thực đơn khá phong phú, giá hơi cao so với món ăn cùng loại bên ngoài. một vài món chưa thật sự hấp dẫn và ngon miệng như quảng cáo như: mì quảng, bánh bèo.",35,1,0,0,1,84
1 sao,"mình nghĩ quán nên update menu lại, menu mì quảng có tôm thịt khá nhiều mang ra không thấy tôm lèo tèo vài miếng thịt menu có 1 size duy nhất bánh bèo ăn ngon khá hợp vị, banh đa rạm ăn cũng ổn chỉ có món chính mì quảng thất vọng gia 75 vnd cũng không rẻ nên làm chất lượng hơn",63,1,0,0,1,84
3 sao,"giá thấp hơn sushi hokkaido một chút mà chất lượng thua khá nhiều, gừng hồng dở",16,1,0,0,1,84
3 sao,"cơm chiên hơi bị khô, bò hơi dai, mọi thứ tạm ổn, tuy nhiên giá không rẻ như review",19,1,0,0,1,84
4 sao,"quán đông, cá không được tươi như mình mong đợi, giá khá cao",13,1,0,0,1,84
3 sao,"nay vừa đi nước ổn mà bánh cũ nhé mọi người, bông lan cứng ơi là cứng, thất vọng cái bánh 32 vnd dễ sợ. nhà wc siêu hôi.",29,1,0,0,1,84
3 sao,"giá cao nhưng chất lượng đồ ăn không ổn định, gà hấp hành nhưng không hấp kỹ phía trong thịt còn máu, miến xào cua thì 1 lớp dầu phía dưới rất nhiều",33,1,0,0,1,84
2 sao,"lâu lắm rồi mới quay lại, không ngờ chất lượng tokyo deli đi xuống như vậy. gọi combo sashimi cá hồi, mà miếng cá hồi mỏng tới nhìn được màu xanh của miếng lá trang trí luôn á, mà giá ngang mấy tiệm khác nhé cỡ 200 vnd mình nhớ vậy. độ tươi cũng không bằng, không đẹp mắt, ăn không ngon, còn thêm cục tức với giá này, hiện nay khách hàng có rất nhiều sự lựa chọn tốt hơn. tạm biệt và không quay lại ps cơm cuộn tạm được, ngon nhất chắc là ly nước",98,1,0,0,1,84
1 sao,"đi đêm cũng có ngày gặp ma. ăn quán ngon nhiều cũng có ngày var quán dở. xin lên sóng cho nhà hàng quá ngon. nay xin tặng thêm danh hiệu quá dở và quá mắc. nghĩ sao 1 phần mẹt heo tộc nướng mỏng dính, lòng thì hôi, nguội, xương thì làm giả cầy, bổ bột năng vô sệt chứ không phải từ da heo mà ra. cộng thêm xương gặm nghe mùi thịt cũ thấy rõ. tính 1tr6. chưa hết, phần gà đen gì đấy, gà nghe thì là giống gà bản, tưởng nhỏ thôi ai dè rất to, nhưng thịt không thơm, bở, lạt nhách, ăn nuốt không trôi. tính 890 vnd. gà ăn dở quá không nuốt nổi nhờ đem nấu cháo. tính nồi cháo và dĩa rau 200 vnd. chả giò quá ngon. 5-6 cây nem thua cây nem mua siêu thị. tính hơn 250 vnd. và cái gỏi củ hũ dừa, món đầu tiên ăn, không có match với nhau gì hết. cũng đâu hơn 200 vnd nếu không nhầm. vị chi 5 người ăn xong đói meo hết 3tr1. đem bụng đói với cục tức về gặm. ai muốn xem đánh giá thật thì xem review 1 sao ấy. chưa bao giờ thấy mấy ac trước review 1 sao thật đến vậy. hình ảnh xin tham khảo các review 1 sao tiền nhiệm. trân trọng gửi tới nhà hàng quá ngon.",238,1,0,0,1,84
2 sao,mắc dở,2,1,0,0,1,84
1 sao,"không ngon. mình ăn bò né 1 42 vnd. pate để lâu khô thâm đen, bò ướp mùi ngũ vị hương nhiều, bò né nhưng chảo không nóng. chất lượng tệ nhưng giá đắt.",34,1,0,0,1,84
1 sao,"quá mặn, không có sốt chấm còn bị khét nữa. với giá 42 vnd thì thất vọng còn không đủ nhét kẻ răng",23,1,0,0,1,84
